0 2 7 0 2 4 0 2 7 0 2 7 17 9 2 0 2 7 0 2 7 1 2 7 0 2 7 1 2 7 17 18 2 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 17 9 2 1 2 7 0 2 7 5 31 3 5 31 3 16 6 2 1 2 7 1 2 7 17 18 2 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 13 6 3 1 2 11 1 2 4 5 30 3 5 31 3 0 2 3 5 30 3 1 2 4 40.6495 878.447
1 2 7 1 2 7 1 2 7 0 2 4 0 2 7 17 9 2 5 31 3 0 2 7 0 2 7 0 2 4 1 2 7 0 2 7 1 2 7 17 18 2 0 2 7 1 2 7 0 2 7 0 2 4 1 2 4 1 2 7 0 2 7 1 2 7 5 31 3 0 2 7 17 18 2 0 2 4 0 2 3 0 2 7 13 6 3 17 9 2 0 2 7 5 30 3 5 30 3 1 2 7 0 2 7 0 2 7 16 6 2 1 2 7 1 2 7 0 2 7 40.1484 874.922
0 2 4 1 2 7 1 2 7 1 2 7 17 9 2 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 16 24 2 17 18 2 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 5 31 3 1 2 7 0 2 7 17 9 2 5 30 3 0 2 7 0 2 7 1 2 7 17 18 2 13 6 3 0 2 7 1 2 4 0 2 7 0 2 7 0 2 4 5 31 3 5 30 3 1 2 7 1 2 7 0 2 7 1 2 7 0 2 7 1 2 7 40.1302 879.169
0 2 7 0 2 3 5 31 3 0 2 7 17 18 2 0 2 7 0 2 7 1 2 7 1 2 7 0 2 4 0 2 7 17 18 2 1 2 7 0 2 4 0 2 7 17 9 2 1 2 7 0 2 7 0 2 7 5 31 3 1 2 3 5 31 3 16 6 2 1 2 7 0 2 3 0 2 4 1 2 4 1 2 7 1 2 7 1 2 7 1 2 7 1 2 7 0 2 4 0 2 3 0 2 7 1 2 7 0 2 7 16 6 2 0 2 7 0 2 7 40.4459 919.838
0 2 7 1 2 7 1 2 7 0 2 4 1 2 4 17 9 2 5 30 3 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 1 2 7 17 18 2 0 2 7 1 2 7 0 2 7 0 2 7 1 2 3 1 2 11 0 2 7 5 31 3 0 2 13 0 2 7 1 2 7 0 2 7 17 9 2 5 31 3 5 30 3 0 2 7 0 2 7 6 2 7 1 2 7 17 18 2 13 6 3 0 2 7 1 2 7 0 2 7 0 2 7 16 24 2 40.4391 866.901
1 2 7 0 2 7 0 2 7 0 2 7 1 2 7 17 9 2 1 2 7 0 2 4 1 2 7 0 2 7 0 2 4 17 18 2 0 2 7 0 2 7 1 2 7 1 2 7 1 2 4 0 2 7 0 2 7 0 2 7 5 31 3 5 31 3 16 6 2 1 2 7 1 2 7 17 18 2 0 2 7 0 2 7 0 2 7 0 2 7 6 2 7 5 31 3 0 2 7 1 2 4 5 31 3 0 2 7 0 2 7 0 2 7 16 6 2 1 2 7 40.4036 899.807
0 2 7 0 2 4 0 2 7 0 2 7 1 2 4 17 9 2 0 2 7 0 2 7 1 2 7 0 2 4 1 2 7 17 18 2 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 1 2 7 5 31 3 5 31 3 16 6 2 1 2 7 1 2 7 17 18 2 1 2 7 0 2 3 1 2 7 0 2 7 5 30 3 17 9 2 0 2 7 1 2 4 5 30 3 0 2 7 0 2 7 1 2 4 1 2 7 13 6 3 40.1484 896.652
1 2 4 0 2 7 5 30 3 0 2 7 1 2 7 17 9 2 1 2 7 0 2 7 0 2 7 6 2 4 0 2 7 1 2 7 1 2 7 0 2 11 0 2 7 0 2 7 1 2 7 0 2 7 0 2 11 0 2 7 0 2 7 0 2 7 0 2 7 17 9 2 1 2 11 12 16 2 5 30 3 0 2 7 0 2 7 8 18 2 1 2 10 16 31 2 5 31 3 1 2 4 17 9 2 0 2 7 5 30 3 0 2 7 1 2 4 12 16 2 41.2463 842.308
0 2 7 1 2 7 1 2 7 17 9 2 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 17 18 2 0 2 7 1 2 7 0 2 7 0 2 7 1 2 7 5 31 3 1 2 7 0 2 7 17 9 2 1 2 7 1 2 7 1 2 11 17 18 2 13 6 3 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 5 31 3 1 2 7 0 2 7 1 2 7 1 2 7 0 2 4 5 31 3 16 6 2 0 2 7 0 2 7 40.0671 877.218
0 2 7 1 2 7 1 2 11 1 2 7 17 9 2 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 17 18 2 0 2 7 1 2 7 0 2 7 0 2 7 1 2 7 5 31 3 1 2 7 0 2 7 17 9 2 1 2 7 1 2 7 1 2 4 17 18 2 13 6 3 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 5 31 3 5 31 3 16 6 2 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 1 2 7 40.0671 912.026
