0 2 7 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 16 6 2 1 2 7 0 2 7 1 2 7 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 1 2 7 1 2 7 1 2 3 1 2 7 5 31 3 17 18 2 5 31 3 0 2 7 0 2 7 0 2 7 1 2 7 17 1 2 1 2 7 17 18 2 0 2 7 0 2 7 0 2 7 17 18 2 1 2 7 0 2 7 0 2 7 5 31 3 1 2 7 0 2 7 40.3074 927.077
1 2 7 0 2 7 17 18 2 1 2 7 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 17 9 2 1 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 1 2 7 0 2 7 17 18 2 0 2 11 13 6 3 1 2 7 5 31 3 1 2 7 1 2 7 1 2 7 17 18 2 5 31 3 0 2 7 5 31 3 16 6 2 0 2 4 40.0671 919.913
5 31 3 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 16 6 2 0 2 7 0 2 4 1 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 1 2 7 1 2 7 1 2 7 5 31 3 17 18 2 5 31 3 0 2 7 0 2 7 0 2 4 0 2 7 1 2 7 17 9 2 1 2 7 17 18 2 0 2 7 1 2 4 1 2 4 6 2 7 5 31 3 16 6 2 0 2 7 0 2 7 0 2 7 40.4036 925.995
1 2 7 0 2 7 17 18 2 1 2 7 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 17 1 2 1 2 7 1 2 7 0 2 3 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 1 2 7 0 2 7 17 18 2 1 2 7 5 31 3 5 31 3 0 2 7 5 31 3 16 6 2 0 2 7 0 2 7 0 2 7 1 2 7 1 2 7 1 2 7 17 18 2 40.3074 964.416
5 31 3 0 2 4 17 18 2 0 2 4 1 2 7 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 5 30 3 0 2 7 0 2 7 0 2 7 1 2 7 17 9 2 0 2 4 5 30 3 1 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 1 2 7 0 2 7 17 18 2 0 2 7 13 6 3 1 2 7 5 31 3 16 24 2 1 2 7 1 2 7 1 2 7 17 9 2 40.1302 882.958
5 31 3 1 2 7 0 2 4 0 2 7 0 2 4 5 31 3 0 2 7 1 2 7 0 2 4 1 2 7 0 2 7 5 31 3 0 2 4 1 2 7 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 0 2 3 0 2 7 1 2 7 0 2 7 1 2 7 1 2 7 17 9 2 0 2 7 17 9 2 0 2 7 16 6 2 16 6 2 0 2 7 1 2 3 1 2 4 1 2 7 0 2 3 0 2 7 0 2 7 1 2 3 17 9 2 40.4459 924.937
5 31 3 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 16 6 2 0 2 7 0 2 7 1 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 1 2 7 1 2 7 1 2 7 5 31 3 17 18 2 5 31 3 0 2 7 0 2 7 0 2 7 1 2 7 17 9 2 1 2 7 17 18 2 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 13 6 3 1 2 4 1 2 7 1 2 11 17 18 2 40.0671 932.3
5 30 3 0 2 7 0 2 7 1 2 7 0 2 7 1 2 7 5 31 3 0 2 7 0 2 7 0 2 7 1 2 7 1 2 4 1 2 4 1 2 7 0 2 7 0 2 7 16 24 2 1 2 7 17 9 2 0 2 7 0 2 7 0 2 7 17 18 2 13 6 3 0 2 7 0 2 7 1 2 7 1 2 7 0 2 7 0 2 7 17 18 2 17 18 2 1 2 7 1 2 7 5 30 3 0 2 4 0 2 7 1 2 7 5 31 3 0 2 7 40.1302 884.895
0 2 7 0 2 7 17 18 2 1 2 7 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 1 2 7 17 9 2 1 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 17 18 2 13 6 3 1 2 11 5 31 3 1 2 7 1 2 7 5 31 3 0 2 7 5 31 3 16 6 2 0 2 7 1 2 7 0 2 4 17 9 2 1 2 7 40.0671 906.958
1 2 7 0 2 7 1 2 7 0 2 7 1 2 4 5 31 3 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 1 2 7 17 9 2 16 6 2 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 0 2 7 5 31 3 0 2 7 17 18 2 13 6 3 1 2 7 0 2 7 1 2 7 0 2 7 1 2 11 5 31 3 0 2 7 17 9 2 0 2 7 17 18 2 0 2 7 1 2 7 40.0671 873.2
