0 2 7 0 2 7 0 2 7 13 6 3 1 2 7 0 2 7 0 2 7 0 2 3 17 18 2 1 2 7 1 2 4 1 2 7 1 2 7 0 2 7 1 2 7 0 2 4 0 2 7 5 31 3 1 2 7 0 2 7 0 2 7 17 18 2 1 2 7 5 30 3 1 2 7 0 2 7 1 2 7 0 2 7 0 2 4 16 6 2 17 9 2 5 30 3 0 2 7 5 31 3 0 2 7 0 2 4 1 2 4 1 2 7 0 2 7 17 9 2 40.1484 851.793
0 2 7 0 2 7 1 2 11 0 2 7 13 6 3 1 2 7 0 2 7 0 2 7 0 2 7 0 2 4 17 18 2 1 2 7 1 2 7 1 2 7 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 5 31 3 1 2 7 0 2 7 0 2 7 17 18 2 1 2 7 5 31 3 1 2 7 0 2 7 1 2 7 5 31 3 0 2 7 0 2 7 0 2 7 0 2 7 16 6 2 1 2 7 17 9 2 1 2 7 0 2 7 17 9 2 40.0671 885.68
1 2 7 0 2 7 5 30 3 17 18 2 1 2 7 8 18 2 0 2 7 0 2 7 0 2 7 17 9 2 0 2 7 0 2 7 0 2 4 0 2 4 0 2 7 1 2 7 5 31 3 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 1 2 7 0 2 7 1 2 7 17 18 2 5 31 3 13 6 3 1 2 7 1 2 7 16 6 2 12 16 2 0 2 4 0 2 7 1 2 7 0 2 7 12 16 2 1 2 7 1 2 7 12 16 2 40.5675 843.523
0 2 7 1 2 4 5 30 3 1 2 7 0 2 7 5 31 3 12 16 2 0 2 7 0 2 3 1 2 7 1 2 7 0 2 7 0 2 7 17 18 2 1 2 7 17 18 2 0 2 7 12 16 2 0 2 7 13 6 3 0 2 7 0 2 7 13 6 3 0 2 7 1 2 7 17 9 2 12 16 2 1 2 4 1 2 7 5 30 3 0 2 7 0 2 7 17 18 2 0 2 4 0 2 7 0 2 7 1 2 7 1 2 4 1 2 3 0 2 4 40.4156 806.922
1 2 7 1 2 7 0 2 7 0 2 3 1 2 4 1 2 3 17 18 2 8 9 2 1 2 7 16 15 2 0 2 7 0 2 7 0 2 7 0 2 7 17 9 2 0 2 7 6 2 3 0 2 7 0 2 7 0 2 7 0 2 7 1 2 3 0 2 7 1 2 7 5 31 3 8 9 2 0 2 7 1 2 4 0 2 7 1 2 7 0 2 7 1 2 7 5 30 3 0 2 7 0 2 7 12 16 2 0 2 7 1 2 7 17 18 2 5 30 3 41.0556 861.654
0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 4 17 18 2 1 2 7 1 2 7 1 2 7 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 5 31 3 1 2 4 0 2 7 0 2 7 17 18 2 1 2 4 5 31 3 1 2 7 0 2 7 1 2 7 5 31 3 0 2 7 0 2 7 0 2 7 0 2 7 16 6 2 0 2 7 16 6 2 5 31 3 6 2 4 17 9 2 1 2 7 0 2 7 40.4036 882.067
0 2 7 0 2 7 1 2 7 0 2 7 13 6 3 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 17 18 2 1 2 7 1 2 7 1 2 7 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 5 31 3 0 2 7 0 2 7 17 18 2 1 2 7 5 31 3 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 17 9 2 17 18 2 13 6 3 6 2 7 12 16 2 12 16 2 5 30 3 12 16 2 1 2 4 1 2 4 40.2816 889.335
0 2 7 0 2 7 0 2 4 1 2 7 5 31 3 1 2 7 0 2 7 0 2 7 17 18 2 0 2 7 1 2 7 0 2 7 0 2 7 17 9 2 0 2 7 0 2 7 17 9 2 17 18 2 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 5 31 3 1 2 7 1 2 7 1 2 7 0 2 7 1 2 7 0 2 7 13 6 3 1 2 7 1 2 7 1 2 7 1 2 7 0 2 4 5 30 3 16 24 2 5 30 3 0 2 4 40.1302 895.241
0 2 7 0 2 7 1 2 7 0 2 7 13 6 3 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 17 18 2 1 2 7 1 2 7 1 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 5 31 3 1 2 7 0 2 7 0 2 7 17 18 2 1 2 7 5 31 3 0 2 7 0 2 7 0 2 7 0 2 7 17 18 2 17 9 2 1 2 11 1 2 7 1 2 7 5 31 3 16 6 2 1 2 7 1 2 4 0 2 7 40.0671 920.53
0 2 7 0 2 7 1 2 7 0 2 7 13 6 3 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 17 18 2 1 2 7 1 2 7 1 2 7 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 5 31 3 1 2 11 0 2 7 0 2 7 17 18 2 1 2 7 5 31 3 1 2 7 0 2 7 1 2 7 5 31 3 0 2 7 0 2 7 0 2 7 0 2 7 16 6 2 1 2 7 17 9 2 1 2 7 0 2 4 17 18 2 40.0671 894.577
