1 2 7 1 2 7 17 18 2 0 2 7 5 30 3 0 2 7 12 16 2 0 2 7 0 2 7 0 2 7 17 9 2 12 16 2 0 2 7 13 6 3 0 2 4 13 6 3 1 2 7 1 2 7 1 2 11 1 2 11 19.868 370.216
13 6 3 5 31 3 0 2 7 1 2 7 12 16 2 1 2 7 1 2 7 0 2 7 0 2 7 0 2 4 17 18 2 12 16 2 0 2 7 0 2 7 0 2 7 5 30 3 16 30 2 0 2 3 12 16 2 1 2 4 20.4516 367.509
1 2 7 0 2 7 17 18 2 0 2 7 5 30 3 0 2 7 12 16 2 0 2 7 0 2 7 5 31 3 0 2 7 17 9 2 1 2 4 0 2 7 13 6 3 1 2 4 12 16 2 1 2 7 6 2 7 0 2 7 20.3487 351.775
13 6 3 5 31 3 0 2 7 1 2 7 12 16 2 1 2 7 1 2 7 0 2 7 0 2 7 0 2 4 17 18 2 12 16 2 0 2 7 0 2 7 0 2 7 5 30 3 17 9 2 0 2 4 1 2 7 6 2 7 20.3487 378.927
0 2 7 12 16 2 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 5 31 3 1 2 11 1 2 7 0 2 7 0 2 7 5 31 3 0 2 7 16 6 2 8 9 2 16 30 2 12 16 2 0 2 7 12 16 2 20.8737 387.675
1 2 3 0 2 3 1 2 11 0 2 7 0 2 7 0 2 7 17 18 2 1 2 7 5 30 3 0 2 3 0 2 7 0 2 7 16 30 2 0 2 7 1 2 7 5 31 3 1 2 7 0 2 7 0 2 7 1 2 3 20.6689 422.556
0 2 7 0 2 7 12 16 2 0 2 7 5 30 3 0 2 7 0 2 7 1 2 11 12 16 2 0 2 7 12 16 2 1 2 7 1 2 3 13 6 3 17 18 2 6 2 4 0 2 7 16 31 2 0 2 7 5 30 3 20.5475 346.938
13 6 3 0 2 7 0 2 4 1 2 11 0 2 7 12 16 2 12 16 2 17 9 2 0 2 7 0 2 7 1 2 7 5 30 3 17 18 2 1 2 7 12 16 2 0 2 7 12 16 2 0 2 7 1 2 11 13 6 3 20.3047 350.261
13 6 3 5 30 3 0 2 7 0 2 7 12 16 2 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 1 2 7 17 18 2 5 31 3 1 2 7 0 2 7 1 2 7 1 2 7 0 2 7 0 2 7 17 18 2 20.2646 425.261
5 31 3 12 16 2 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 5 30 3 0 2 7 1 2 7 13 6 3 0 2 7 1 2 7 0 2 7 0 2 7 1 2 7 0 2 7 1 2 7 17 9 2 17 9 2 20.2646 420.65
