5 31 3 12 16 2 1 2 7 17 9 2 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 16 6 2 1 2 7 6 2 4 12 16 2 1 2 4 0 2 7 0 2 3 0 2 4 0 2 7 5 30 3 0 2 7 20.5871 380.648
13 6 3 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 5 30 3 17 9 2 12 16 2 0 2 7 0 2 7 12 16 2 0 2 7 5 30 3 16 31 2 0 2 7 0 2 4 12 16 2 1 2 4 0 2 7 20.4222 349.281
5 31 3 6 2 7 12 16 2 0 2 7 0 2 7 13 6 3 0 2 4 5 30 3 17 9 2 0 2 7 0 2 7 1 2 7 0 2 7 1 2 7 1 2 4 17 9 2 0 2 7 0 2 7 12 16 2 1 2 7 20.3487 362.96
0 2 4 12 16 2 5 31 3 0 2 4 1 2 7 0 2 7 12 16 2 0 2 7 12 16 2 0 2 3 1 2 7 0 2 7 13 6 3 0 2 3 6 2 7 5 30 3 1 2 7 0 2 7 17 9 2 16 6 2 20.5633 344.578
13 6 3 1 2 7 0 2 7 1 2 7 0 2 7 5 31 3 6 2 7 0 2 7 5 30 3 17 9 2 12 16 2 0 2 7 0 2 7 12 16 2 0 2 7 0 2 7 1 2 4 17 18 2 1 2 4 0 2 7 20.3487 371.252
5 30 3 12 16 2 0 2 7 0 2 4 17 9 2 1 2 7 0 2 7 1 2 7 6 2 7 0 2 7 5 31 3 0 2 4 1 2 7 0 2 7 12 16 2 0 2 7 1 2 7 0 2 7 13 6 3 17 18 2 20.3487 360.379
0 2 7 0 2 7 1 2 7 0 2 7 5 31 3 6 2 7 17 9 2 12 16 2 0 2 7 0 2 4 0 2 7 0 2 7 1 2 7 0 2 7 1 2 4 16 6 2 5 31 3 1 2 7 0 2 7 0 2 7 20.4596 402.716
13 6 3 0 2 7 1 2 7 0 2 4 0 2 4 5 30 3 17 9 2 12 16 2 0 2 7 0 2 7 1 2 7 5 30 3 1 2 3 12 16 2 12 16 2 0 2 7 0 2 7 1 2 7 16 31 2 0 2 7 20.4516 367.714
5 30 3 12 16 2 13 6 3 0 2 7 17 9 2 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 1 2 7 0 2 7 5 31 3 0 2 7 1 2 7 1 2 7 0 2 7 17 9 2 20.2646 404.103
5 30 3 0 2 7 13 6 3 0 2 7 17 9 2 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 1 2 7 0 2 7 0 2 7 5 31 3 12 16 2 1 2 7 0 2 7 1 2 7 0 2 7 17 18 2 20.2646 389.494
