0 2 7 0 2 7 5 30 3 0 2 7 12 16 2 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 4 0 2 3 1 2 11 1 2 7 5 30 3 1 2 7 0 2 10 17 9 2 17 18 2 1 2 7 20.7601 410.202
0 2 4 0 2 3 0 2 7 0 2 7 5 30 3 1 2 11 1 2 4 0 2 7 12 16 2 0 2 7 1 2 7 5 30 3 16 31 2 0 2 10 17 9 2 0 2 7 1 2 3 0 2 7 0 2 7 1 2 3 20.8012 398.506
12 16 2 0 2 7 6 2 7 1 2 4 0 2 7 5 30 3 13 6 3 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 5 31 3 17 9 2 12 16 2 1 2 7 1 2 7 1 2 4 0 2 7 17 9 2 20.3487 382.629
12 16 2 0 2 7 0 2 7 1 2 7 0 2 7 5 30 3 13 6 3 0 2 7 6 2 7 1 2 7 17 9 2 0 2 7 12 16 2 0 2 7 0 2 4 5 31 3 17 18 2 1 2 7 0 2 7 1 2 4 20.3487 354.327
0 2 7 0 2 7 6 2 7 5 31 3 0 2 7 12 16 2 1 2 7 5 31 3 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 17 18 2 1 2 4 1 2 4 16 6 2 0 2 10 12 16 2 0 2 7 20.6614 382.723
0 2 11 0 2 7 0 2 7 0 2 4 1 2 7 1 2 7 1 2 7 1 2 4 0 2 7 0 2 7 5 31 3 0 2 7 0 2 4 0 2 7 17 18 2 17 18 2 5 30 3 1 2 7 1 2 10 0 2 11 20.6017 477.514
0 2 7 0 2 7 1 2 7 0 2 7 5 30 3 13 6 3 0 2 7 1 2 7 0 2 7 0 2 7 1 2 7 0 2 7 0 2 7 1 2 7 5 31 3 0 2 7 1 2 7 12 16 2 17 18 2 17 18 2 20.2646 431.754
12 16 2 0 2 4 0 2 7 1 2 7 0 2 3 0 2 4 0 2 7 5 30 3 13 6 3 0 2 7 5 30 3 1 2 7 1 2 7 17 9 2 0 2 7 12 16 2 16 31 2 12 16 2 1 2 7 0 2 7 20.4516 361.678
12 16 2 0 2 7 0 2 7 5 30 3 13 6 3 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 5 31 3 17 9 2 1 2 7 1 2 7 0 2 7 17 9 2 1 2 7 1 2 7 1 2 7 0 2 7 20.2646 423.307
12 16 2 0 2 7 0 2 7 0 2 7 0 2 7 5 30 3 13 6 3 0 2 7 0 2 7 1 2 7 17 9 2 1 2 7 1 2 7 0 2 7 0 2 7 5 31 3 1 2 7 17 18 2 1 2 7 0 2 7 20.2646 397.557
