0 2 7 13 6 3 12 16 2 1 2 7 5 30 3 0 2 4 1 2 7 5 31 3 1 2 7 0 2 7 0 2 7 0 2 7 6 2 4 0 2 7 12 16 2 0 2 7 17 18 2 1 2 7 17 9 2 0 2 7 20.3487 343.062
12 16 2 1 2 7 1 2 4 0 2 7 12 16 2 0 2 7 5 30 3 0 2 7 17 9 2 1 2 7 0 2 7 0 2 7 6 2 7 0 2 7 1 2 4 0 2 7 5 31 3 13 6 3 0 2 7 17 9 2 20.3487 366.687
12 16 2 13 6 3 1 2 7 0 2 7 0 2 7 0 2 7 5 30 3 0 2 7 0 2 7 0 2 7 1 2 7 17 18 2 17 18 2 5 30 3 0 2 4 12 16 2 0 2 7 16 6 2 8 9 2 5 31 3 20.5416 359.731
12 16 2 13 6 3 1 2 7 0 2 7 12 16 2 0 2 7 5 30 3 12 16 2 0 2 7 17 9 2 0 2 7 0 2 7 0 2 7 1 2 4 0 2 4 0 2 3 16 30 2 5 31 3 1 2 7 1 2 7 20.4516 366.546
12 16 2 13 6 3 1 2 7 0 2 7 1 2 7 0 2 7 5 30 3 0 2 7 0 2 7 0 2 7 0 2 7 5 31 3 0 2 7 0 2 7 1 2 7 0 2 7 1 2 7 1 2 7 17 9 2 17 9 2 20.2646 435.686
12 16 2 13 6 3 12 16 2 1 2 7 0 2 7 0 2 7 0 2 7 5 30 3 16 31 2 5 30 3 1 2 7 0 2 7 0 2 4 12 16 2 0 2 7 0 2 3 17 18 2 1 2 7 0 2 4 1 2 7 20.4516 365.638
12 16 2 1 2 11 13 6 3 1 2 7 0 2 7 1 2 11 12 16 2 0 2 7 5 30 3 12 16 2 13 6 3 12 16 2 0 2 7 17 9 2 17 9 2 0 2 7 0 2 7 0 2 7 1 2 4 0 2 7 20.3047 359.174
16 18 11 0 2 10 0 2 7 0 2 7 12 16 2 0 2 3 5 31 3 0 2 3 0 2 7 0 2 3 1 2 7 1 2 7 12 16 2 1 2 7 0 2 3 16 6 2 0 2 3 1 2 7 0 2 3 5 30 3 21.3628 388.711
12 16 2 13 6 3 0 2 7 0 2 7 1 2 7 0 2 7 5 31 3 0 2 7 1 2 7 0 2 7 17 18 2 1 2 7 0 2 7 5 30 3 0 2 7 1 2 7 0 2 7 0 2 7 1 2 7 17 18 2 20.2646 393.681
0 2 7 13 6 3 1 2 7 0 2 7 0 2 7 0 2 7 5 31 3 1 2 7 0 2 7 0 2 7 17 18 2 1 2 7 5 30 3 0 2 7 17 9 2 0 2 7 12 16 2 0 2 7 1 2 7 1 2 7 20.2646 381.486
