12 16 2 0 2 7 5 30 3 1 2 11 12 16 2 5 31 3 0 2 3 0 2 3 0 2 3 0 2 7 16 6 2 0 2 8 0 2 7 1 2 7 8 9 2 0 2 7 0 2 7 0 2 7 16 6 2 1 2 7 21.1152 365.89
0 2 7 12 16 2 5 30 3 6 2 7 0 2 7 0 2 7 12 16 2 0 2 7 12 16 2 0 2 3 0 2 7 1 2 7 5 30 3 0 2 4 1 2 11 13 6 3 0 2 7 1 2 7 17 18 2 16 31 2 20.5475 341.847
0 2 7 12 16 2 5 30 3 0 2 7 1 2 7 0 2 7 12 16 2 1 2 11 12 16 2 0 2 4 0 2 7 1 2 7 5 30 3 0 2 7 6 2 3 13 6 3 0 2 7 0 2 7 17 18 2 16 31 2 20.5475 336.083
6 2 7 12 16 2 5 30 3 0 2 7 1 2 7 17 9 2 1 2 7 0 2 7 0 2 7 0 2 7 1 2 4 13 6 3 1 2 4 0 2 7 12 16 2 0 2 7 0 2 7 5 31 3 17 9 2 0 2 7 20.3487 354.014
0 2 7 12 16 2 5 31 3 5 30 3 0 2 7 0 2 7 0 2 7 0 2 12 0 2 7 0 2 7 0 2 12 1 2 11 1 2 7 0 2 7 13 6 3 17 18 2 6 2 7 17 18 2 1 2 12 5 30 3 20.9407 407.882
1 2 3 12 16 2 0 2 3 0 2 3 0 2 3 1 2 3 5 30 3 1 2 7 12 16 2 0 2 10 5 30 3 0 2 7 0 2 7 0 2 7 0 2 3 0 2 4 0 2 3 16 31 2 16 6 2 1 2 4 21.1162 401.626
1 2 7 12 16 2 0 2 7 0 2 7 0 2 7 6 2 7 5 30 3 1 2 7 12 16 2 5 31 3 17 9 2 0 2 4 17 9 2 0 2 4 1 2 7 0 2 7 0 2 7 13 6 3 0 2 7 1 2 7 20.3487 375.673
0 2 4 12 16 2 5 30 3 6 2 7 1 2 7 0 2 7 12 16 2 0 2 7 12 16 2 0 2 11 0 2 7 1 2 7 5 30 3 0 2 3 1 2 7 13 6 3 0 2 7 0 2 7 17 18 2 16 31 2 20.5475 344.021
12 16 2 12 16 2 17 9 2 13 6 3 1 2 7 1 2 7 0 2 7 1 2 11 0 2 4 0 2 7 0 2 7 0 2 7 0 2 7 12 16 2 12 16 2 13 6 3 5 30 3 0 2 7 17 9 2 1 2 11 20.3047 388.343
12 16 2 13 6 3 1 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 5 30 3 0 2 7 17 18 2 1 2 7 0 2 7 5 31 3 1 2 7 0 2 7 0 2 7 1 2 7 17 9 2 20.2646 415.145
