0 2 7 0 2 4 16 18 11 1 2 3 1 2 3 17 9 2 12 16 2 0 2 7 0 2 7 0 2 7 0 2 7 1 2 3 0 2 7 5 30 3 1 2 7 1 2 7 0 2 4 5 31 3 0 2 7 0 2 7 20.9542 405.93
12 16 2 5 30 3 0 2 7 13 6 3 0 2 7 0 2 7 6 2 7 0 2 7 17 18 2 0 2 7 5 30 3 1 2 7 0 2 7 0 2 4 1 2 3 0 2 7 12 16 2 1 2 11 16 31 2 12 16 2 20.5475 349.125
0 2 7 0 2 7 0 2 3 1 2 11 5 30 3 17 9 2 12 16 2 0 2 7 0 2 7 5 31 3 16 24 2 0 2 11 5 30 3 0 2 7 1 2 7 0 2 11 0 2 7 0 2 7 0 2 7 1 2 11 21.295 392.857
12 16 2 5 30 3 0 2 7 13 6 3 0 2 7 0 2 4 17 18 2 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 5 31 3 12 16 2 1 2 7 1 2 7 16 30 2 1 2 3 0 2 4 12 16 2 20.4516 353.584
1 2 7 0 2 7 6 2 7 13 6 3 1 2 7 0 2 7 0 2 4 0 2 7 0 2 7 1 2 7 5 30 3 12 16 2 5 31 3 0 2 7 0 2 4 17 18 2 17 18 2 12 16 2 0 2 7 1 2 7 20.3487 391.541
5 30 3 1 2 7 13 6 3 6 2 7 0 2 7 5 31 3 1 2 7 0 2 7 12 16 2 17 9 2 0 2 4 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 12 16 2 17 18 2 1 2 7 1 2 4 20.3487 383.33
1 2 7 0 2 7 0 2 7 13 6 3 0 2 7 1 2 7 1 2 7 0 2 7 0 2 7 5 31 3 0 2 7 0 2 7 0 2 7 5 30 3 17 9 2 17 9 2 1 2 7 12 16 2 1 2 7 0 2 7 20.2646 424.643
5 30 3 1 2 7 13 6 3 0 2 3 5 30 3 1 2 7 0 2 7 12 16 2 0 2 4 0 2 7 1 2 7 0 2 7 0 2 7 12 16 2 17 18 2 1 2 4 16 31 2 0 2 7 0 2 7 12 16 2 20.4516 358.254
1 2 7 0 2 7 0 2 7 13 6 3 0 2 7 1 2 7 1 2 7 0 2 7 0 2 7 5 31 3 0 2 7 0 2 7 5 30 3 1 2 7 0 2 7 12 16 2 17 18 2 1 2 7 0 2 7 17 18 2 20.2646 397.053
5 31 3 0 2 7 13 6 3 0 2 7 0 2 7 12 16 2 0 2 7 0 2 7 1 2 7 0 2 7 1 2 7 1 2 7 17 18 2 0 2 7 0 2 7 1 2 7 1 2 7 5 30 3 17 9 2 0 2 7 20.2646 396.533
