5 31 3 0 2 7 17 9 2 0 2 7 5 30 3 17 18 2 1 2 7 17 18 2 0 2 7 1 2 7 13 6 3 0 2 7 0 2 7 1 2 7 0 2 7 17 18 2 0 2 7 13 6 3 1 2 4 0 2 7 0 2 7 1 2 7 0 2 7 0 2 7 1 2 7 0 2 7 1 2 7 1 2 7 1 2 7 5 31 3 17 9 2 12 16 2 12 16 2 0 2 7 13 6 3 17 9 2 0 2 7 0 2 7 1 2 7 1 2 7 1 2 4 5 30 3 1 2 7 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 0 2 4 1 2 4 17 9 2 1 2 4 0 2 4 12 16 2 1 2 4 59.7876 1291.77
5 31 3 0 2 7 17 9 2 1 2 7 5 30 3 17 18 2 1 2 7 17 18 2 0 2 7 1 2 7 13 6 3 0 2 7 0 2 7 1 2 7 0 2 7 17 18 2 0 2 7 13 6 3 1 2 4 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 1 2 4 1 2 7 1 2 4 5 31 3 17 9 2 12 16 2 12 16 2 0 2 7 13 6 3 17 9 2 0 2 7 1 2 7 1 2 7 1 2 7 1 2 7 1 2 7 1 2 7 0 2 4 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 5 30 3 12 16 2 0 2 4 1 2 7 17 18 2 1 2 4 0 2 4 0 2 7 59.7876 1301
5 31 3 0 2 7 17 9 2 0 2 7 5 31 3 17 18 2 1 2 7 17 18 2 1 2 4 1 2 7 13 6 3 0 2 7 0 2 4 0 2 4 0 2 7 17 9 2 0 2 7 13 6 3 1 2 7 0 2 4 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 1 2 7 1 2 7 1 2 7 5 30 3 17 9 2 12 16 2 12 16 2 0 2 7 13 6 3 17 9 2 0 2 7 0 2 7 1 2 7 1 2 7 1 2 7 1 2 7 1 2 7 1 2 7 1 2 4 0 2 7 1 2 4 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 17 9 2 1 2 7 12 16 2 5 30 3 0 2 7 1 2 7 0 2 4 59.7876 1323.78
5 31 3 0 2 7 17 9 2 1 2 7 5 30 3 17 18 2 1 2 7 17 18 2 0 2 7 1 2 4 13 6 3 0 2 7 0 2 7 1 2 7 0 2 7 17 18 2 0 2 7 13 6 3 0 2 7 0 2 7 0 2 4 0 2 7 0 2 7 1 2 7 0 2 7 1 2 7 12 16 2 12 16 2 0 2 4 13 6 3 0 2 7 1 2 7 1 2 7 1 2 7 1 2 4 1 2 7 1 2 7 0 2 4 17 18 2 0 2 7 1 2 7 0 2 7 0 2 4 0 2 7 0 2 7 1 2 4 0 2 7 5 30 3 0 2 7 12 16 2 0 2 4 1 2 7 1 2 4 17 18 2 5 31 3 17 9 2 1 2 7 1 2 4 12 16 2 0 2 7 59.9459 1261.41
12 16 2 12 16 2 0 2 7 1 2 7 0 2 7 5 30 3 1 2 7 1 2 7 13 6 3 1 2 7 0 2 7 1 2 7 1 2 7 0 2 7 1 2 7 1 2 3 17 18 2 0 2 7 17 18 2 0 2 7 0 2 7 1 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 0 2 7 17 18 2 17 18 2 12 16 2 13 6 3 17 9 2 1 2 7 13 6 3 0 2 7 1 2 3 12 16 2 0 2 7 1 2 7 0 2 7 5 31 3 0 2 7 17 18 2 5 30 3 0 2 4 1 2 7 1 2 3 1 2 7 0 2 7 0 2 7 8 18 2 0 2 4 0 2 3 1 2 7 16 15 2 60.2072 1304.97
1 2 3 5 31 3 0 2 7 17 9 2 0 2 7 5 30 3 17 18 2 1 2 7 17 18 2 0 2 7 1 2 11 1 2 7 13 6 3 0 2 7 0 2 7 1 2 7 0 2 7 17 18 2 0 2 7 13 6 3 1 2 4 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 1 2 7 1 2 7 1 2 7 5 31 3 17 9 2 12 16 2 12 16 2 0 2 7 13 6 3 17 9 2 0 2 7 0 2 7 1 2 7 1 2 7 1 2 7 1 2 7 1 2 11 1 2 7 1 2 7 1 2 7 17 18 2 0 2 7 1 2 7 1 2 4 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 3 1 2 7 59.8072 1363.11
5 31 3 0 2 7 17 9 2 0 2 4 5 30 3 17 18 2 1 2 7 17 18 2 0 2 7 1 2 7 13 6 3 1 2 7 0 2 7 1 2 7 0 2 7 17 18 2 17 9 2 13 6 3 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 0 2 4 1 2 7 1 2 7 1 2 7 5 31 3 17 9 2 12 16 2 12 16 2 0 2 7 13 6 3 17 9 2 0 2 7 1 2 7 1 2 7 1 2 7 1 2 7 1 2 7 1 2 7 1 2 7 0 2 4 0 2 4 1 2 4 1 2 7 0 2 7 0 2 7 0 2 4 1 2 7 0 2 7 5 30 3 0 2 7 0 2 7 12 16 2 0 2 7 0 2 4 0 2 7 59.7876 1327.99
5 31 3 0 2 7 17 9 2 0 2 7 5 30 3 17 18 2 1 2 7 17 18 2 0 2 7 1 2 7 13 6 3 0 2 7 0 2 7 1 2 7 0 2 7 17 18 2 0 2 7 13 6 3 1 2 4 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 4 0 2 7 1 2 7 1 2 7 1 2 7 5 31 3 17 9 2 12 16 2 12 16 2 0 2 7 13 6 3 17 9 2 0 2 7 0 2 7 1 2 7 1 2 7 1 2 4 1 2 7 1 2 7 1 2 7 1 2 7 0 2 7 1 2 4 1 2 4 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 17 9 2 0 2 4 12 16 2 0 2 7 1 2 4 0 2 7 5 30 3 59.7876 1307.55
12 16 2 12 16 2 12 16 2 5 30 3 0 2 7 1 2 11 1 2 7 1 2 4 12 16 2 17 9 2 1 2 7 1 2 7 17 9 2 16 6 2 0 2 7 1 2 11 17 18 2 1 2 7 17 18 2 0 2 7 0 2 7 0 2 7 1 2 7 5 31 3 1 2 7 1 2 7 0 2 3 0 2 7 0 2 7 13 6 3 0 2 7 1 2 4 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 5 30 3 0 2 7 0 2 7 0 2 11 1 2 11 0 2 7 0 2 7 17 18 2 0 2 7 0 2 7 17 9 2 1 2 7 13 6 3 5 30 3 0 2 4 1 2 11 0 2 7 0 2 3 1 2 7 1 2 7 8 18 2 1 2 7 13 6 3 60.6036 1282.8
12 16 2 5 31 3 0 2 7 0 2 7 17 9 2 0 2 7 0 2 7 17 18 2 1 2 7 17 18 2 0 2 7 1 2 7 1 2 4 13 6 3 0 2 7 0 2 7 1 2 7 1 2 7 17 18 2 0 2 7 13 6 3 0 2 7 0 2 4 0 2 7 1 2 7 0 2 7 0 2 7 1 2 7 0 2 7 0 2 7 1 2 7 1 2 7 1 2 7 5 31 3 17 9 2 12 16 2 12 16 2 12 16 2 0 2 7 13 6 3 17 18 2 1 2 7 0 2 7 1 2 7 0 2 4 1 2 7 0 2 7 1 2 7 1 2 7 1 2 7 1 2 7 16 6 2 0 2 7 0 2 7 5 31 3 1 2 7 0 2 7 0 2 7 0 2 7 1 2 7 59.7212 1309.01
