12 16 2 13 6 3 5 31 3 13 6 3 0 2 7 0 2 7 0 2 7 0 2 7 12 16 2 17 9 2 0 2 7 0 2 7 17 9 2 1 2 7 0 2 7 1 2 4 1 2 7 17 9 2 0 2 7 12 16 2 0 2 7 1 2 7 1 2 4 1 2 7 0 2 7 0 2 7 1 2 7 17 9 2 0 2 7 0 2 7 1 2 7 17 18 2 0 2 4 13 6 3 5 31 3 1 2 4 5 30 3 1 2 7 1 2 7 1 2 7 17 18 2 0 2 7 1 2 7 1 2 7 0 2 7 5 30 3 0 2 7 0 2 7 1 2 7 0 2 7 0 2 4 0 2 7 0 2 7 0 2 4 1 2 7 17 18 2 0 2 7 1 2 7 1 2 7 1 2 4 59.7876 1316.34
12 16 2 13 6 3 0 2 7 0 2 4 0 2 7 1 2 7 1 2 4 0 2 7 12 16 2 17 9 2 12 16 2 1 2 7 17 18 2 1 2 7 0 2 7 0 2 4 1 2 4 17 9 2 1 2 4 1 2 7 17 9 2 1 2 7 6 2 4 0 2 7 1 2 7 1 2 7 0 2 4 0 2 7 0 2 4 0 2 7 1 2 4 0 2 7 17 18 2 0 2 7 0 2 7 5 31 3 0 2 7 0 2 7 0 2 7 0 2 4 0 2 7 0 2 7 1 2 7 16 6 2 5 31 3 5 31 3 0 2 4 1 2 4 1 2 7 1 2 7 1 2 7 1 2 7 0 2 7 0 2 7 5 31 3 17 18 2 0 2 4 1 2 7 0 2 7 0 2 4 60.345 1355.53
13 6 3 13 6 3 0 2 7 0 2 4 0 2 7 12 16 2 17 9 2 0 2 7 0 2 7 17 9 2 0 2 7 0 2 7 1 2 7 1 2 7 17 9 2 0 2 7 12 16 2 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 11 0 2 4 0 2 7 0 2 7 0 2 7 17 18 2 1 2 7 5 30 3 1 2 7 1 2 7 17 18 2 0 2 7 1 2 7 5 31 3 0 2 7 1 2 7 0 2 7 1 2 7 0 2 7 1 2 7 0 2 7 1 2 7 1 2 7 1 2 11 1 2 7 0 2 7 13 6 3 5 30 3 1 2 11 17 9 2 1 2 7 1 2 7 1 2 7 5 31 3 1 2 11 17 18 2 0 2 7 1 2 7 60.1382 1331.69
12 16 2 13 6 3 5 30 3 13 6 3 0 2 7 0 2 7 1 2 4 0 2 4 12 16 2 17 9 2 1 2 7 1 2 7 17 9 2 0 2 7 0 2 7 0 2 7 1 2 7 1 2 7 17 9 2 0 2 7 17 9 2 12 16 2 0 2 7 0 2 7 1 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 4 0 2 7 0 2 7 17 18 2 0 2 7 13 6 3 5 31 3 1 2 7 0 2 7 1 2 4 17 18 2 0 2 7 1 2 7 0 2 7 5 30 3 1 2 7 0 2 7 1 2 7 1 2 7 1 2 7 0 2 4 5 31 3 1 2 7 1 2 7 17 9 2 1 2 4 1 2 4 0 2 7 0 2 7 1 2 7 59.7876 1306.42
12 16 2 13 6 3 5 31 3 13 6 3 0 2 7 0 2 7 0 2 7 0 2 7 12 16 2 17 9 2 0 2 7 0 2 7 17 9 2 1 2 7 0 2 7 1 2 7 1 2 4 17 9 2 0 2 7 12 16 2 0 2 7 1 2 4 1 2 7 0 2 7 0 2 7 1 2 7 17 9 2 0 2 4 0 2 4 12 16 2 17 18 2 0 2 7 13 6 3 5 31 3 5 30 3 1 2 7 1 2 7 1 2 7 17 18 2 0 2 7 1 2 7 1 2 7 0 2 7 5 30 3 1 2 7 0 2 7 1 2 7 0 2 7 0 2 3 0 2 7 0 2 7 0 2 3 1 2 7 1 2 4 16 30 2 1 2 7 0 2 4 0 2 7 1 2 7 1 2 7 59.9867 1292.67
12 16 2 13 6 3 5 30 3 13 6 3 0 2 7 0 2 7 1 2 11 0 2 7 12 16 2 17 9 2 0 2 7 1 2 7 17 9 2 1 2 11 0 2 7 0 2 4 1 2 7 1 2 7 17 9 2 0 2 7 17 9 2 12 16 2 0 2 7 0 2 7 0 2 4 6 2 7 0 2 7 0 2 7 0 2 4 0 2 7 0 2 7 0 2 7 0 2 7 17 18 2 1 2 7 13 6 3 5 31 3 1 2 7 5 30 3 1 2 7 17 18 2 0 2 7 17 9 2 1 2 7 5 31 3 0 2 7 1 2 7 0 2 4 1 2 7 0 2 7 1 2 11 1 2 7 0 2 7 1 2 7 0 2 7 0 2 7 1 2 7 1 2 11 1 2 7 1 2 4 60.2022 1300.62
12 16 2 13 6 3 5 30 3 13 6 3 0 2 7 0 2 7 1 2 7 0 2 7 12 16 2 17 9 2 0 2 7 1 2 7 17 9 2 1 2 7 0 2 4 0 2 4 1 2 7 1 2 7 17 9 2 0 2 4 0 2 7 17 9 2 12 16 2 0 2 7 1 2 7 1 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 17 18 2 1 2 7 0 2 4 13 6 3 0 2 4 5 31 3 1 2 7 5 30 3 1 2 7 1 2 7 1 2 7 17 18 2 0 2 7 17 9 2 1 2 7 1 2 7 0 2 7 0 2 4 5 31 3 0 2 4 0 2 7 0 2 7 1 2 7 1 2 7 1 2 7 1 2 7 59.7876 1318.9
12 16 2 13 6 3 5 30 3 13 6 3 0 2 4 0 2 4 0 2 3 0 2 7 12 16 2 17 9 2 0 2 7 1 2 7 17 9 2 1 2 7 0 2 7 0 2 7 0 2 7 1 2 7 1 2 4 1 2 7 0 2 7 0 2 4 0 2 7 1 2 11 17 18 2 0 2 7 5 31 3 17 18 2 1 2 7 0 2 7 1 2 7 17 9 2 0 2 4 12 16 2 1 2 7 0 2 3 1 2 7 1 2 7 1 2 7 17 9 2 0 2 7 1 2 4 13 6 3 0 2 3 1 2 4 1 2 7 1 2 7 5 30 3 0 2 4 1 2 7 1 2 7 0 2 3 0 2 7 0 2 7 0 2 7 17 18 2 0 2 7 1 2 7 0 2 4 5 30 3 60.1469 1283.42
12 16 2 13 6 3 0 2 7 13 6 3 0 2 7 0 2 7 1 2 7 1 2 7 1 2 7 12 16 2 17 9 2 12 16 2 1 2 7 17 18 2 1 2 7 0 2 7 0 2 7 0 2 7 17 9 2 1 2 4 1 2 7 17 9 2 1 2 7 0 2 7 0 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 17 18 2 1 2 7 0 2 7 13 6 3 0 2 7 5 31 3 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 1 2 7 1 2 7 1 2 7 5 31 3 0 2 7 0 2 7 12 16 2 16 6 2 17 9 2 1 2 4 1 2 4 5 31 3 0 2 7 1 2 7 59.7212 1311.12
12 16 2 13 6 3 0 2 7 13 6 3 0 2 7 0 2 7 1 2 7 1 2 7 1 2 7 12 16 2 17 9 2 12 16 2 1 2 7 17 18 2 1 2 7 0 2 7 0 2 7 0 2 7 17 9 2 1 2 4 1 2 7 17 9 2 1 2 7 12 16 2 0 2 7 1 2 7 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 1 2 7 0 2 7 17 18 2 1 2 7 0 2 7 13 6 3 0 2 7 5 31 3 1 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 4 1 2 4 1 2 7 1 2 7 1 2 7 16 6 2 5 31 3 0 2 7 0 2 7 17 18 2 1 2 7 0 2 7 5 31 3 0 2 7 1 2 7 59.7212 1311.63
